time	V(vrec)
2.093487410516429e-006	2.216339e-004
2.093828794758731e-006	2.216338e-004
2.093910475945340e-006	2.216338e-004
2.093992157131950e-006	2.216338e-004
2.094073838318560e-006	2.216338e-004
2.094155519505170e-006	2.216338e-004
2.094237200691779e-006	2.216338e-004
2.094318881878389e-006	2.216338e-004
2.094400563064999e-006	2.216338e-004
2.094493285272210e-006	2.216338e-004
2.094586007479421e-006	2.216338e-004
2.094678729686632e-006	2.216338e-004
2.094771451893844e-006	2.216339e-004
2.094864174101055e-006	2.216339e-004
2.094956896308266e-006	2.216339e-004
2.095049618515477e-006	2.216339e-004
2.095156453546452e-006	2.216339e-004
2.095263288577427e-006	2.216340e-004
2.095370123608402e-006	2.216340e-004
2.095476958639376e-006	2.216341e-004
2.095583793670351e-006	2.216341e-004
2.095690628701326e-006	2.216342e-004
2.095797463732301e-006	2.216342e-004
2.096147124733201e-006	2.216344e-004
2.096496785734101e-006	2.216346e-004
2.096846446735001e-006	2.216348e-004
2.097196107735901e-006	2.216351e-004
2.097545768736801e-006	2.216354e-004
2.097895429737701e-006	2.216357e-004
2.098245090738601e-006	2.216360e-004
2.099248499584415e-006	2.216369e-004
2.100251908430230e-006	2.216380e-004
2.101255317276044e-006	2.216392e-004
2.102258726121859e-006	2.216405e-004
2.103262134967673e-006	2.216419e-004
2.104265543813487e-006	2.216434e-004
2.105268952659302e-006	2.216451e-004
2.107605984113413e-006	2.216492e-004
2.109943015567524e-006	2.216535e-004
2.112280047021635e-006	2.216579e-004
2.114617078475746e-006	2.216624e-004
2.116954109929857e-006	2.216670e-004
2.119291141383969e-006	2.216717e-004
2.121628172838080e-006	2.216766e-004
2.129810330726492e-006	2.216905e-004
2.139810330726492e-006	2.217024e-004
2.149810330726492e-006	2.217070e-004
2.159810330726492e-006	2.217037e-004
2.169810330726492e-006	2.216932e-004
2.179810330726492e-006	2.216783e-004
2.181469866119284e-006	2.216753e-004
2.183469866119284e-006	2.216715e-004
2.187469866119284e-006	2.216639e-004
2.195469866119284e-006	2.216490e-004
2.205469866119284e-006	2.216320e-004
2.215469866119284e-006	2.216186e-004
2.225469866119284e-006	2.216101e-004
2.235469866119284e-006	2.216073e-004
2.248238024854889e-006	2.216110e-004
2.262238024854889e-006	2.216274e-004
2.272238024854889e-006	2.216433e-004
2.282238024854889e-006	2.216615e-004
2.292238024854889e-006	2.216810e-004
2.300347761817118e-006	2.216978e-004
2.308457498779347e-006	2.217130e-004
2.316567235741576e-006	2.217267e-004
2.324676972703805e-006	2.217387e-004
2.332786709666034e-006	2.217490e-004
2.340896446628263e-006	2.217578e-004
2.349006183590492e-006	2.217650e-004
2.369006183590492e-006	2.217729e-004
2.382368514657808e-006	2.217696e-004
2.395730845725123e-006	2.217657e-004
2.409093176792439e-006	2.217613e-004
2.422455507859754e-006	2.217563e-004
2.435817838927070e-006	2.217507e-004
2.449180169994386e-006	2.217447e-004
2.462542501061701e-006	2.217381e-004
2.472542501061701e-006	2.217367e-004
2.482542501061701e-006	2.217367e-004
2.492542501061701e-006	2.217381e-004
2.502542501061701e-006	2.217410e-004
2.515310659797305e-006	2.217464e-004
2.521310659797305e-006	2.217499e-004
2.529310659797305e-006	2.217553e-004
2.539310659797305e-006	2.217629e-004
2.549310659797305e-006	2.217713e-004
2.559310659797305e-006	2.217805e-004
2.569310659797305e-006	2.217904e-004
2.594342767187787e-006	2.218186e-004
2.619374874578268e-006	2.218461e-004
2.644406981968750e-006	2.218731e-004
2.669439089359231e-006	2.218996e-004
2.694471196749713e-006	2.219255e-004
2.719503304140195e-006	2.219508e-004
2.744535411530676e-006	2.219755e-004
2.781194269362056e-006	2.220078e-004
2.817853127193436e-006	2.220400e-004
2.854511985024816e-006	2.220721e-004
2.891170842856196e-006	2.221040e-004
